"","tree","year","dbh"
"387","VUF242",1926,NA
"388","VUF308",1926,NA
"389","VUF322",1926,NA
"390","VUF335",1926,NA
"391","VUF435",1926,NA
"392","VUF508",1926,NA
"393","VUF001",1927,21.6535
"394","VUF002",1927,NA
"395","VUF003",1927,NA
"396","VUF004",1927,NA
"397","VUF005",1927,NA
"398","VUF006",1927,NA
"399","VUF007",1927,NA
"400","VUF008",1927,NA
"401","VUF009",1927,NA
"402","VUF010",1927,NA
"403","VUF011",1927,NA
"404","VUF012",1927,NA
"405","VUF013",1927,NA
"406","VUF015",1927,NA
"407","VUF016",1927,NA
"408","VUF017",1927,NA
"409","VUF018",1927,NA
"410","VUF019",1927,NA
"411","VUF020",1927,NA
"412","VUF021",1927,NA
"413","VUF022",1927,NA
"414","VUF023",1927,NA
"415","VUF024",1927,20.469
"416","VUF025",1927,NA
"417","VUF026",1927,NA
"418","VUF027",1927,NA
"419","VUF028",1927,NA
"420","VUF029",1927,NA
"421","VUF030",1927,NA
"422","VUF031",1927,NA
"423","VUF032",1927,NA
"424","VUF034",1927,NA
"425","VUF036",1927,NA
"426","VUF037",1927,NA
"427","VUF038",1927,NA
"428","VUF039",1927,25.182
"429","VUF040",1927,NA
"430","VUF041",1927,NA
"431","VUF042",1927,21.705
"432","VUF044",1927,NA
"433","VUF045",1927,NA
"434","VUF047",1927,NA
"435","VUF048",1927,NA
"436","VUF049",1927,NA
"437","VUF050",1927,NA
"438","VUF101",1927,NA
"439","VUF102",1927,NA
"440","VUF104",1927,NA
"441","VUF105",1927,NA
"442","VUF106",1927,NA
"443","VUF107",1927,NA
"444","VUF108",1927,NA
"445","VUF109",1927,NA
"446","VUF110",1927,NA
"447","VUF111",1927,NA
"448","VUF112",1927,NA
"449","VUF114",1927,NA
"450","VUF115",1927,NA
"451","VUF116",1927,NA
"452","VUF117",1927,NA
"453","VUF118",1927,NA
"454","VUF119",1927,NA
"455","VUF120",1927,NA
"456","VUF122",1927,NA
"457","VUF125",1927,NA
"458","VUF128",1927,NA
"459","VUF129",1927,NA
"460","VUF130",1927,NA
"461","VUF131",1927,NA
"462","VUF132",1927,NA
"463","VUF133",1927,15.6125
"464","VUF135",1927,NA
"465","VUF136",1927,NA
"466","VUF137",1927,NA
"467","VUF139",1927,18.71
"468","VUF140",1927,NA
"469","VUF142",1927,NA
"470","VUF143",1927,NA
"471","VUF144",1927,NA
"472","VUF145",1927,NA
"473","VUF146",1927,NA
"474","VUF147",1927,NA
"475","VUF148",1927,NA
"476","VUF149",1927,NA
"477","VUF150",1927,NA
"478","VUF151",1927,NA
"479","VUF208",1927,NA
"480","VUF209",1927,NA
"481","VUF219",1927,NA
"482","VUF222",1927,NA
"483","VUF229",1927,NA
"484","VUF235",1927,NA
"485","VUF242",1927,NA
"486","VUF308",1927,NA
"487","VUF322",1927,NA
"488","VUF335",1927,NA
"489","VUF435",1927,NA
"490","VUF508",1927,NA
"491","VUF001",1928,21.9095
"492","VUF002",1928,NA
"493","VUF003",1928,NA
"494","VUF004",1928,NA
"495","VUF005",1928,NA
"496","VUF006",1928,NA
"497","VUF007",1928,NA
"498","VUF008",1928,NA
"499","VUF009",1928,NA
"500","VUF010",1928,NA
"501","VUF011",1928,NA
"502","VUF012",1928,NA
"503","VUF013",1928,NA
"504","VUF015",1928,NA
"505","VUF016",1928,NA
"506","VUF017",1928,NA
"507","VUF018",1928,NA
"508","VUF019",1928,NA
"509","VUF020",1928,NA
"510","VUF021",1928,NA
"511","VUF022",1928,NA
"512","VUF023",1928,NA
"513","VUF024",1928,20.659
"514","VUF025",1928,NA
"515","VUF026",1928,NA
"516","VUF027",1928,NA
"517","VUF028",1928,NA
"518","VUF029",1928,NA
"519","VUF030",1928,NA
"520","VUF031",1928,NA
"521","VUF032",1928,NA
"522","VUF034",1928,NA
"523","VUF036",1928,NA
"524","VUF037",1928,NA
"525","VUF038",1928,NA
"526","VUF039",1928,25.569
"527","VUF040",1928,NA
"528","VUF041",1928,NA
"529","VUF042",1928,21.885
"530","VUF044",1928,NA
"531","VUF045",1928,NA
"532","VUF047",1928,NA
"533","VUF048",1928,NA
"534","VUF049",1928,NA
"535","VUF050",1928,NA
"536","VUF101",1928,NA
"537","VUF102",1928,NA
"538","VUF104",1928,NA
"539","VUF105",1928,NA
"540","VUF106",1928,NA
"541","VUF107",1928,NA
"542","VUF108",1928,NA
"543","VUF109",1928,NA
"544","VUF110",1928,NA
"545","VUF111",1928,NA
"546","VUF112",1928,NA
"547","VUF114",1928,NA
"548","VUF115",1928,NA
"549","VUF116",1928,NA
"550","VUF117",1928,NA
"551","VUF118",1928,NA
"552","VUF119",1928,NA
"553","VUF120",1928,NA
"554","VUF122",1928,NA
"555","VUF125",1928,NA
"556","VUF128",1928,NA
"557","VUF129",1928,NA
"558","VUF130",1928,NA
"559","VUF131",1928,NA
"560","VUF132",1928,NA
"561","VUF133",1928,15.8645
"562","VUF135",1928,NA
"563","VUF136",1928,NA
"564","VUF137",1928,NA
"565","VUF139",1928,18.889
"566","VUF140",1928,NA
"567","VUF142",1928,NA
"568","VUF143",1928,NA
"569","VUF144",1928,NA
"570","VUF145",1928,NA
"571","VUF146",1928,NA
"572","VUF147",1928,NA
"573","VUF148",1928,NA
"574","VUF149",1928,NA
"575","VUF150",1928,NA
"576","VUF151",1928,NA
"577","VUF208",1928,NA
"578","VUF209",1928,NA
"579","VUF219",1928,NA
"580","VUF222",1928,NA
"581","VUF229",1928,NA
"582","VUF235",1928,NA
"583","VUF242",1928,NA
"584","VUF308",1928,NA
"585","VUF322",1928,NA
"586","VUF335",1928,NA
"587","VUF435",1928,NA
"588","VUF508",1928,NA
"589","VUF001",1929,22.225
"590","VUF002",1929,NA
"591","VUF003",1929,NA
"592","VUF004",1929,NA
"593","VUF005",1929,NA
"594","VUF006",1929,NA
"595","VUF007",1929,NA
"596","VUF008",1929,NA
"597","VUF009",1929,NA
"598","VUF010",1929,NA
"599","VUF011",1929,NA
"600","VUF012",1929,NA
"601","VUF013",1929,NA
"602","VUF015",1929,NA
"603","VUF016",1929,NA
"604","VUF017",1929,NA
"605","VUF018",1929,NA
"606","VUF019",1929,NA
"607","VUF020",1929,NA
"608","VUF021",1929,NA
"609","VUF022",1929,NA
"610","VUF023",1929,NA
"611","VUF024",1929,20.96
"612","VUF025",1929,NA
"613","VUF026",1929,NA
"614","VUF027",1929,NA
"615","VUF028",1929,NA
"616","VUF029",1929,NA
"617","VUF030",1929,NA
"618","VUF031",1929,NA
"619","VUF032",1929,NA
"620","VUF034",1929,NA
"621","VUF036",1929,NA
"622","VUF037",1929,NA
"623","VUF038",1929,NA
"624","VUF039",1929,25.97
"625","VUF040",1929,NA
"626","VUF041",1929,NA
"627","VUF042",1929,22.129
"628","VUF044",1929,NA
"629","VUF045",1929,NA
"630","VUF047",1929,NA
"631","VUF048",1929,NA
"632","VUF049",1929,NA
"633","VUF050",1929,NA
"634","VUF101",1929,NA
"635","VUF102",1929,NA
"636","VUF104",1929,NA
"637","VUF105",1929,NA
"638","VUF106",1929,NA
"639","VUF107",1929,NA
"640","VUF108",1929,NA
"641","VUF109",1929,NA
"642","VUF110",1929,NA
"643","VUF111",1929,NA
"644","VUF112",1929,NA
"645","VUF114",1929,NA
"646","VUF115",1929,NA
"647","VUF116",1929,NA
"648","VUF117",1929,NA
"649","VUF118",1929,NA
"650","VUF119",1929,NA
"651","VUF120",1929,NA
"652","VUF122",1929,NA
"653","VUF125",1929,NA
"654","VUF128",1929,NA
"655","VUF129",1929,NA
"656","VUF130",1929,NA
"657","VUF131",1929,NA
"658","VUF132",1929,NA
"659","VUF133",1929,16.178
"660","VUF135",1929,NA
"661","VUF136",1929,NA
"662","VUF137",1929,NA
"663","VUF139",1929,19.082
"664","VUF140",1929,NA
"665","VUF142",1929,NA
"666","VUF143",1929,NA
"667","VUF144",1929,NA
"668","VUF145",1929,NA
"669","VUF146",1929,NA
"670","VUF147",1929,NA
"671","VUF148",1929,NA
"672","VUF149",1929,NA
"673","VUF150",1929,NA
"674","VUF151",1929,NA
"675","VUF208",1929,NA
"676","VUF209",1929,NA
"677","VUF219",1929,NA
"678","VUF222",1929,NA
"679","VUF229",1929,NA
"680","VUF235",1929,NA
"681","VUF242",1929,NA
"682","VUF308",1929,NA
"683","VUF322",1929,NA
"684","VUF335",1929,NA
"685","VUF435",1929,NA
"686","VUF508",1929,NA
"687","VUF001",1930,22.551
"688","VUF002",1930,19.2545
"689","VUF003",1930,NA
"690","VUF004",1930,NA
"691","VUF005",1930,NA
"692","VUF006",1930,NA
"693","VUF007",1930,NA
"694","VUF008",1930,NA
"695","VUF009",1930,NA
"696","VUF010",1930,NA
"697","VUF011",1930,NA
"698","VUF012",1930,NA
"699","VUF013",1930,NA
"700","VUF015",1930,NA
"701","VUF016",1930,NA
"702","VUF017",1930,NA
"703","VUF018",1930,NA
"704","VUF019",1930,NA
"705","VUF020",1930,NA
"706","VUF021",1930,NA
"707","VUF022",1930,NA
"708","VUF023",1930,NA
"709","VUF024",1930,21.274
"710","VUF025",1930,NA
"711","VUF026",1930,NA
"712","VUF027",1930,NA
"713","VUF028",1930,NA
"714","VUF029",1930,NA
"715","VUF030",1930,NA
"716","VUF031",1930,NA
"717","VUF032",1930,NA
"718","VUF034",1930,NA
"719","VUF036",1930,NA
"720","VUF037",1930,NA
"721","VUF038",1930,NA
"722","VUF039",1930,26.391
"723","VUF040",1930,NA
"724","VUF041",1930,NA
"725","VUF042",1930,24.0065
"726","VUF044",1930,NA
"727","VUF045",1930,NA
"728","VUF047",1930,NA
"729","VUF048",1930,NA
"730","VUF049",1930,NA
"731","VUF050",1930,NA
"732","VUF101",1930,NA
"733","VUF102",1930,NA
"734","VUF104",1930,NA
"735","VUF105",1930,NA
"736","VUF106",1930,NA
"737","VUF107",1930,NA
"738","VUF108",1930,NA
"739","VUF109",1930,NA
"740","VUF110",1930,NA
"741","VUF111",1930,NA
"742","VUF112",1930,NA
"743","VUF114",1930,NA
"744","VUF115",1930,NA
"745","VUF116",1930,NA
"746","VUF117",1930,NA
"747","VUF118",1930,NA
"748","VUF119",1930,NA
"749","VUF120",1930,NA
"750","VUF122",1930,NA
"751","VUF125",1930,NA
"752","VUF128",1930,NA
"753","VUF129",1930,NA
"754","VUF130",1930,NA
"755","VUF131",1930,NA
"756","VUF132",1930,NA
"757","VUF133",1930,16.438
"758","VUF135",1930,NA
"759","VUF136",1930,NA
"760","VUF137",1930,NA
"761","VUF139",1930,19.292
"762","VUF140",1930,NA
"763","VUF142",1930,NA
"764","VUF143",1930,NA
"765","VUF144",1930,NA
"766","VUF145",1930,NA
"767","VUF146",1930,NA
"768","VUF147",1930,NA
"769","VUF148",1930,NA
"770","VUF149",1930,NA
"771","VUF150",1930,NA
"772","VUF151",1930,NA
"773","VUF208",1930,NA
"774","VUF209",1930,NA
"775","VUF219",1930,NA
"776","VUF222",1930,NA
"777","VUF229",1930,NA
"778","VUF235",1930,NA
"779","VUF242",1930,NA
"780","VUF308",1930,NA
"781","VUF322",1930,NA
"782","VUF335",1930,NA
"783","VUF435",1930,NA
"784","VUF508",1930,NA
"785","VUF001",1931,22.8645
"786","VUF002",1931,19.476
"787","VUF003",1931,NA
"788","VUF004",1931,NA
"789","VUF005",1931,NA
"790","VUF006",1931,NA
"791","VUF007",1931,NA
"792","VUF008",1931,NA
"793","VUF009",1931,NA
"794","VUF010",1931,NA
"795","VUF011",1931,NA
"796","VUF012",1931,NA
"797","VUF013",1931,NA
"798","VUF015",1931,NA
"799","VUF016",1931,NA
"800","VUF017",1931,NA
"801","VUF018",1931,NA
"802","VUF019",1931,NA
"803","VUF020",1931,NA
"804","VUF021",1931,NA
"805","VUF022",1931,NA
"806","VUF023",1931,19.9105
"807","VUF024",1931,21.573
"808","VUF025",1931,NA
"809","VUF026",1931,NA
"810","VUF027",1931,NA
"811","VUF028",1931,NA
"812","VUF029",1931,NA
"813","VUF030",1931,NA
"814","VUF031",1931,NA
"815","VUF032",1931,NA
"816","VUF034",1931,NA
"817","VUF036",1931,NA
"818","VUF037",1931,NA
"819","VUF038",1931,NA
"820","VUF039",1931,26.8905
"821","VUF040",1931,27.728
"822","VUF041",1931,NA
"823","VUF042",1931,24.3135
"824","VUF044",1931,NA
"825","VUF045",1931,NA
"826","VUF047",1931,NA
"827","VUF048",1931,NA
"828","VUF049",1931,NA
"829","VUF050",1931,NA
"830","VUF101",1931,NA
"831","VUF102",1931,NA
"832","VUF104",1931,NA
"833","VUF105",1931,NA
"834","VUF106",1931,NA
"835","VUF107",1931,NA
"836","VUF108",1931,NA
"837","VUF109",1931,NA
"838","VUF110",1931,NA
"839","VUF111",1931,NA
"840","VUF112",1931,NA
"841","VUF114",1931,NA
"842","VUF115",1931,NA
"843","VUF116",1931,NA
"844","VUF117",1931,NA
"845","VUF118",1931,NA
"846","VUF119",1931,NA
"847","VUF120",1931,NA
"848","VUF122",1931,NA
"849","VUF125",1931,NA
"850","VUF128",1931,NA
"851","VUF129",1931,NA
"852","VUF130",1931,NA
"853","VUF131",1931,NA
"854","VUF132",1931,NA
"855","VUF133",1931,16.744
"856","VUF135",1931,NA
"857","VUF136",1931,NA
"858","VUF137",1931,NA
"859","VUF139",1931,19.501
"860","VUF140",1931,NA
"861","VUF142",1931,NA
"862","VUF143",1931,NA
"863","VUF144",1931,NA
"864","VUF145",1931,NA
"865","VUF146",1931,NA
"866","VUF147",1931,NA
"867","VUF148",1931,NA
"868","VUF149",1931,NA
"869","VUF150",1931,NA
"870","VUF151",1931,NA
"871","VUF208",1931,NA
"872","VUF209",1931,NA
"873","VUF219",1931,NA
"874","VUF222",1931,NA
"875","VUF229",1931,NA
"876","VUF235",1931,NA
"877","VUF242",1931,NA
"878","VUF308",1931,NA
"879","VUF322",1931,NA
"880","VUF335",1931,NA
"881","VUF435",1931,NA
"882","VUF508",1931,NA
"883","VUF001",1932,23.2225
"884","VUF002",1932,19.7605
"885","VUF003",1932,NA
"886","VUF004",1932,NA
"887","VUF005",1932,NA
"888","VUF006",1932,NA
"889","VUF007",1932,NA
"890","VUF008",1932,NA
"891","VUF009",1932,NA
"892","VUF010",1932,NA
"893","VUF011",1932,NA
"894","VUF012",1932,NA
"895","VUF013",1932,NA
"896","VUF015",1932,NA
"897","VUF016",1932,NA
"898","VUF017",1932,31.575
"899","VUF018",1932,NA
"900","VUF019",1932,NA
"901","VUF020",1932,NA
"902","VUF021",1932,NA
"903","VUF022",1932,NA
"904","VUF023",1932,20.0865
"905","VUF024",1932,21.879
"906","VUF025",1932,NA
"907","VUF026",1932,NA
"908","VUF027",1932,NA
"909","VUF028",1932,NA
"910","VUF029",1932,NA
"911","VUF030",1932,NA
"912","VUF031",1932,NA
"913","VUF032",1932,NA
"914","VUF034",1932,NA
"915","VUF036",1932,NA
"916","VUF037",1932,NA
"917","VUF038",1932,NA
"918","VUF039",1932,27.367
"919","VUF040",1932,28.179
"920","VUF041",1932,NA
"921","VUF042",1932,24.5815
"922","VUF044",1932,NA
"923","VUF045",1932,NA
"924","VUF047",1932,NA
